Institution,Name,Affiliation,h-index,i10-index,Citations
Indian Institute of Technology Gandhinagar,Carla Teresa Fernandez Cuadros,UCSD,47,180,183885
Indian Institute of Technology Gandhinagar,Udayan Roy,"Professor of Economics, Long Island University",7,6,216
Indian Institute of Technology Gandhinagar,Umesh Kumar Tiwari,"Central Scientific Instruments Organisation(CSIO), Sector 30, Chandigarh",27,49,2643
Indian Institute of Technology Gandhinagar,Vaibhav Kulkarni,Data Engineering Lead @ Debiopharm,10,10,283
Indian Institute of Technology Gandhinagar,Dr. Omkar Suresh Vaidya,"Sandip Institute of Technology and Research Centre, Nashik (Affiliated to Savitribai Phule Pune",9,9,157
Indian Institute of Technology Gandhinagar,Srinivasan Vinju Vasudevan Ph.D,"Post Doctoral Researcher -Konkuk University, Seoul, South Korea",12,12,394
Indian Institute of Technology Gandhinagar,Vipul Jain,"Reader/Associate Professor at Wellington School of Business and Government, Victoria University of",41,105,8487
Indian Institute of Technology Gandhinagar,Vivek Kaushik,University of Illinois Urbana-Champaign,1,0,8
Indian Institute of Technology Gandhinagar,Weilin Zhang,Institute of Tibetan Plateau Research,36,72,4111
Indian Institute of Technology Gandhinagar,Xiaoli Ding,Hong Kong Polytechnic University,61,289,13661
Indian Institute of Technology Gandhinagar,Yogesh Gupta,"Associate Professor, University of Texas Health Science Center at San Antonio, TX, USA",24,31,2134
Indian Institute of Technology Gandhinagar,yujun zheng,Hangzhou Normal University,34,74,4529
Indian Institute of Technology Gandhinagar,Matthew Zack Anderson,"Associate Professor of Microbiology, Associate Professor of Microbial Immunity and Infection",23,33,2377
National Institute of Technology Rourkela,Abhijit Biswas,Distinguished Professor; Kmart Endowed Chair Professor; Department Chair; Wayne State University,41,53,8455
National Institute of Technology Rourkela,"Amit Kumar Chaudhary, M.Sc, Ph.D",Unknown affiliation,15,17,816
National Institute of Technology Rourkela,Anurag Garg,"Indian Institute of Technology Bombay, India",30,58,2978
National Institute of Technology Rourkela,Asok Kumar Ghosh,"Professor, Department of Sports Science, Ramakrishna Mission Vivekananda University, Belur Math",19,28,1389
National Institute of Technology Rourkela,Abhijit Chakrabarti,"Professor, Ramakrishna Mission Vivekananda Educational & Research Institute , INDIA",29,76,2278
National Institute of Technology Rourkela,Manoj Kumar Sahu,"Associate Professor, Department of Electrical Engineering, Centre for Advanced Post Graduate Studies, Biju Patnaik University of Technology, Odisha, Rourkela-769015, India",6,6,152
National Institute of Technology Rourkela,CHANDAN KUMAR SWAIN,"PhD Research Scholar, Dept. of Analytical and Applied Economics, Utkal University",13,14,3486
National Institute of Technology Rourkela,Debashis Ghosh,"Professor, Colorado School of Public Health",71,195,37301
National Institute of Technology Rourkela,Ganesh Prasad Das,"Professor of Philosophy, Utkal University (Retd.)",1,0,2
National Institute of Technology Rourkela,Gautam Das,"Distinguished University Chair Professor, Associate Dean,  University of Texas at Arlington",66,322,21748
National Institute of Technology Rourkela,Dr. Indranil Chakraborty,"Department of Chemistry, Kharagpur College",21,21,4133
National Institute of Technology Rourkela,Jayant Kumar Mohanta,"Assistant Professor, Department of Mechanical Engineering, IIT Jodhpur",7,5,270
National Institute of Technology Rourkela,Dr. Jitendra Kumar Rout,"Asst. Prof.(NIT Raipur), PhD(NIT Rourkela), MTech(NIT Rourkela), BE(UCE Burla)",15,19,1001
National Institute of Technology Rourkela,Kamalakanta Mahapatra,"PROFESSOR, NIT Rourkela",30,110,3570
National Institute of Technology Rourkela,Dr Karunakar Jha,Professor Management /Commerce & Director Corporate Affairs -Alumni Relations,5,5,77
National Institute of Technology Rourkela,Gopal Krishna Sahu,Pt. J. N. M. Medical College,9,9,395
National Institute of Technology Rourkela,Krushna Chandra Patra,University of Cincinnati,16,18,4126
National Institute of Technology Rourkela,Kunal Pal,National Institute of Technology Rourkela,56,193,11305
National Institute of Technology Rourkela,Manas Kumar Das,Head & Principal Scientist,18,31,962
National Institute of Technology Rourkela,Manas Kumar Ghosh,Harvard University,6,3,134
National Institute of Technology Rourkela,Manoj Kumar Gupta,"Joslin Diabetes Center, Harvard Medical School",68,412,23008
National Institute of Technology Rourkela,Dr Manoj Kumar Jena,"Lovely Professional University, Phagwara, Punjab",22,33,1898
National Institute of Technology Rourkela,Manoj Kumar Pradhan,Professor of Mechanical Engineering,30,125,6103
National Institute of Technology Rourkela,Manoj Kumar Rout,"Asst. Professor, BIITM, Bhubaneswar",1,0,3
National Institute of Technology Rourkela,Manoranjan Misra,University of Utah,63,206,14015
National Institute of Technology Rourkela,Dr. Bhoopendra Kumar Verma,"Mohan Lal Sukhadia University, Udaipur Rajasthan (India)",6,3,184
National Institute of Technology Rourkela,Gagan Mohanty,"Professor, Department of High Energy Physics, Tata Institute of Fundamental Research",236,1384,270068
National Institute of Technology Rourkela,Dr. Nitesh S. Litoriya,"Assistant Research Scientist, Anand Agricultural University, Anand, Gujarat",8,7,193
National Institute of Technology Rourkela,Dr Om Prakash Singh,Unknown affiliation,50,153,7977
National Institute of Technology Rourkela,Pallab Dasgupta,Indian Institute of Technology Kharagpur,21,68,2097
National Institute of Technology Rourkela,Dr. Pankaj Kumar Mohanty,"Associate Professor, Department of Neonatology, AIIMS, Bhubaneswar",8,7,236
National Institute of Technology Rourkela,Parthasarathi Bandyopadhyay,"Post-Doctoral Researcher at Chungbuk National University, South Korea",26,42,1859
National Institute of Technology Rourkela,Dr Prakash Kumar Sahoo,Regional Medical Research Centre Bhubaneswar,18,24,996
National Institute of Technology Rourkela,Pramod Kumar Das,Reader in Chemistry,5,4,102
National Institute of Technology Rourkela,Prasanta Kumar Mohanty,Christ University,7,3,200
National Institute of Technology Rourkela,Scientia Prof. Gangadhara Prusty,"Director of Research, Australian Composites Manufacturing CRC        & Director, ARC Centre for AMAC",40,138,6177
National Institute of Technology Rourkela,Rabindra Kumar Mohanty,Mizoram university,3,1,40
National Institute of Technology Rourkela,rajkumar Misra,"DST Inspire Faculty, NIPER Mohali",14,18,435
National Institute of Technology Rourkela,Ramesh Chandra Sahoo,"Research Scholar, Centre for Nano and Soft Matter Sciences",7,5,189
National Institute of Technology Rourkela,Dr. Ranjit Kumar Panda,Lecturer in physics,11,13,628
National Institute of Technology Rourkela,C. N. R. Rao,Professor of Chemistry,163,1209,121169
National Institute of Technology Rourkela,Satish K. Tripathi,Unniversity at Buffalo,45,132,10581
National Institute of Technology Rourkela,Shailendra Kumar Verma,La Jolla Institute for Immunology,16,20,892
National Institute of Technology Rourkela,Samiran Panda,ICMR-Dr AS Paintal Distinguished Scientist Chair,42,110,9524
National Institute of Technology Rourkela,Sandeep Kumar Jha,"Professor, Centre for Biomedical Engineering, Indian Institute of Technology Delhi, India",24,38,2439
National Institute of Technology Rourkela,Dr. Sanjay Kumar Nayak,Professor of Psychology,3,2,54
National Institute of Technology Rourkela,Santosh Kumar Behera,"Scientist, NIPER-Ahmedabad,Gandhinagar",15,21,1134
National Institute of Technology Rourkela,Saranjit Singh,Department of Pharmaceutical Analysis,64,306,18433
National Institute of Technology Rourkela,Saswati Mishra,"Assistant professor, Malla Reddy University",5,4,522
National Institute of Technology Rourkela,Dr. M CHANDRA SHEKHAR NAYAK,"CSIR - Advanced Materials and Processes Research Institute (AMPRI), Bhopal, MP, IND",6,4,313
National Institute of Technology Rourkela,Dr Aparna. S Khursel,"Head & Assistant Professor, Department of Botany, Shankarlal Agrawal Science College Salekasa",1,0,2
National Institute of Technology Rourkela,Shashank Gupta,"Associate Professor, Birla Institute of Technology and Science, Pilani, Rajasthan, India",26,47,2562
National Institute of Technology Rourkela,siba sankar mahapatra,National Institute of Technology,68,290,18991
National Institute of Technology Rourkela,Siddhartha Shankar Sahoo,Unknown affiliation,5,3,80
National Institute of Technology Rourkela,Sourav Das,university of Wisconsin madison,73,428,25866
National Institute of Technology Rourkela,Subhamoy Ganguly,University of Auckland Business School,5,4,125
National Institute of Technology Rourkela,Subhrajyoti Das,ICSSR Doctoral Fellow,1,0,2
National Institute of Technology Rourkela,Subrata Chowdhury,Associate Professor Department of CSE,19,30,1651
National Institute of Technology Rourkela,Sudarsan Ghosh,"Department of Mechanical Engineering, Indian Institute of Technology Delhi",34,66,4091
National Institute of Technology Rourkela,Dr Sudarsan Sahu,Central Ground Water Board,11,11,473
National Institute of Technology Rourkela,Dr. Supriya Devi,Associate Professor in Department of Pure and Applied Mathematics,7,4,174
National Institute of Technology Rourkela,Swaroop Ganguly,IIT Bombay,19,53,2215
National Institute of Technology Rourkela,Dr. Tushar Kanti Roy,"School of Engineering, Macquarie University, Australia",28,96,3124
National Institute of Technology Rourkela,Upendra Kumar Singh,"Professor of Mining Engineering, Indian School of Mines Dhanbad",28,73,3796
National Institute of Technology Rourkela,Utpal Kumar De,"Professor of Economics, North-Eastern Hill University, Shillong",16,30,1137
National Institute of Technology Rourkela,Vasudha Aggarwal,"Johns Hopkins University, University of Illinois Urbana Champaign",10,10,603
National Institute of Technology Rourkela,Vikas Choudhary,Banaras Hindu University,18,24,1380
National Institute of Technology Rourkela,Vinod Kumar Dhiman,"Vice President, GAVS Technologies",3,0,23
National Institute of Technology Rourkela,Prof. Yogendra Kumar Jain,"Director, Samrat Ashok Technological Institute Vidisha",17,29,1324
"Birla Institute of Technology and Science, Pilani",Amitava Gupta,"Professor, Department of Power Engineering, Jadavpur University, Kolkata, India",23,43,2414
"Birla Institute of Technology and Science, Pilani",Pankaj Jalote,IIIT-Delhi,34,80,5938
"Birla Institute of Technology and Science, Pilani",Sukanta kumar patra,English,13,18,577
"Birla Institute of Technology and Science, Pilani",Soumen Chakrabarti,IIT Bombay,62,138,23633
"Birla Institute of Technology and Science, Pilani",Sourav Mukhopadhyay,"Professor, Indian Institute of Technolgy Kharagpur",28,76,3429
"Birla Institute of Technology and Science, Pilani","Suman Kundu, Ph.D","Department of Biological Sciences, BITS Pilani, K.K. Birla Goa Campus and Department of Biochemistry",28,56,2990
Indian Institute of Technology Ropar,Abhijit Das Sharma,CSIR-Central Glass & Ceramic Research Institute,23,34,1480
Indian Institute of Technology Ropar,ABHINAV KUMAR,Researcher & Entrepreneur,18,60,12389
Indian Institute of Technology Ropar,Amandeep Singh,Head of the Department,56,383,15671
Indian Institute of Technology Ropar,amar kumar,Physics,68,302,25619
Indian Institute of Technology Ropar,Anil K Sharma,AICTE,57,263,16219
Indian Institute of Technology Ropar,Dr Anish Khanna,"King George's Medical University, Lucknow",9,9,614
Indian Institute of Technology Ropar,ankit kumar,Unknown affiliation,53,444,25519
Indian Institute of Technology Ropar,Dr. Anuj Kumar,"Chaudhary Charan Singh University, Meerut",43,175,7482
Indian Institute of Technology Ropar,Anup Kumar Sen,Unknown affiliation,22,102,31214
Indian Institute of Technology Ropar,Aviral Joshi,Unknown affiliation,1,0,3
Indian Institute of Technology Ropar,Ayesha Zia,Associate Professor of Pediatrics,20,33,1760
Indian Institute of Technology Ropar,Mr. Rahul Gupta,"Assistant professor (Finance) Bharati vidyapeeth (Deemed to be university),  pune",37,130,17648
Indian Institute of Technology Ropar,Prof. (Dr.) Bhupesh Sharma,"Professor, Department of Pharmaceutical Sciences, Faculty of Life Sciences, Gurugram University",35,55,3001
Indian Institute of Technology Ropar,BRAJESH KUMAR,Student of Agra college,58,192,21309
Indian Institute of Technology Ropar,Dr. Brij Mohan Singh,College of Engineering Roorkee,29,111,4616
Indian Institute of Technology Ropar,Deepak Kumar,Unknown affiliation,95,884,56450
Indian Institute of Technology Ropar,DEEPAK SINGH,Unknown affiliation,61,415,19958
Indian Institute of Technology Ropar,Dibakar Roy Chowdhury,Professor,36,69,6236
Indian Institute of Technology Ropar,Dr. Dinesh Prasad,"Professor, Department of Electronics and Communication Engg, Jamia Millia Islamia",21,36,1641
Indian Institute of Technology Ropar,divya sharma,student,37,127,5618
Indian Institute of Technology Ropar,Durgesh Kumar Tripathi,"Crop Nano Biology and Molecular Stress Physiology Lab, Amity University Uttar Pradesh, Noida-India",60,145,13680
Indian Institute of Technology Ropar,Gajendra Sharma,Kathmandu University,20,31,1722
Indian Institute of Technology Ropar,Gaurav Goyal,"Assistant Professor, University of Alabama at Birmingham",29,67,3478
Indian Institute of Technology Ropar,Gaurav Gupta,Netaji Subhas Institute Of Technology,97,863,55301
Indian Institute of Technology Ropar,Gaurav Sharma,University of Rochester,74,814,40885
Indian Institute of Technology Ropar,Goutam Rath,"Professor, Siksha O Anusandhan (Deemed to be University), Bhubaneswar, Odisha",58,137,10489
Indian Institute of Technology Ropar,Dr. Gurdip Singh,Professor,66,398,20591
Indian Institute of Technology Ropar,Hitesh Kumar,Unknown affiliation,23,74,4736
Indian Institute of Technology Ropar,Hitesh Kumar Sharma,"Professor & HoD (Cluster Head), School of Computer Science, UPES, Dehradun",24,57,2127
Indian Institute of Technology Ropar,Jai Singh,Professor of Physics and Math,64,433,20453
Indian Institute of Technology Ropar,Jainendra Jain,"Professor of Pharmacy, Ram-Eesh Institute of Vocational and Technical Education",16,27,912
Indian Institute of Technology Ropar,Jatinder Kumar,Unknown affiliation,25,105,7318
Indian Institute of Technology Ropar,Jayant  K. Singh,"Chair Professor, Chemical Engineering, Indian Institute of Technology",42,142,6650
Indian Institute of Technology Ropar,Prof. (Dr.) Jayeshkumar Pitroda,"Professor of Civil Engineering Department, BVM Engineering College",27,58,2549
Indian Institute of Technology Ropar,Jitendra Kumar,Engineer at Coforge,83,778,35780
Indian Institute of Technology Ropar,Juan Jose Hernandez Rey,"IFIC - Instituto de Física Corpuscular (CSIC and UV), Spain",182,934,207158
Indian Institute of Technology Ropar,"Professor Dr. Jyoti Prakash Tamang FNA, FNASc, FNAAS","Senior Professor, Department of Microbiology, Sikkim University",55,125,10520
Indian Institute of Technology Ropar,Kamaljit Singh,"Professor of Chemistry, Guru Nanak Dev University, Amritsar, India",40,108,6126
Indian Institute of Technology Ropar,Kartar Singh Dhiman,Director General,16,33,1533
Indian Institute of Technology Ropar,Dr. Khushbu Gupta,Amity University Haryana,6,5,507
Indian Institute of Technology Ropar,Kuldeep Singh,"Assistant professor, Zucker School of Medicine, Staten Island University Hospital",55,347,17381
Indian Institute of Technology Ropar,ABHINAV KUMAR,Researcher & Entrepreneur,18,60,12389
Indian Institute of Technology Ropar,Lalit Gupta,"Professor of Electrical & Computer Engineering, Southern Illinois University, Carbondale",21,44,2072
Indian Institute of Technology Ropar,Lalit Singh,Unknown affiliation,10,10,1347
Indian Institute of Technology Ropar,Manpreet Singh,Student,66,472,23734
Indian Institute of Technology Ropar,Dr. Meghna Sharma,"Assistant Professor, National Institute of Technology Hamirpur",14,14,889
Indian Institute of Technology Ropar,Dr. Monika Bansal,Assisant Professor,6,5,814
Indian Institute of Technology Ropar,Dr. Namrata Gangil,"Ajay Kumar Garg Engineering College, Ghaziabad, Uttar Pradesh, India",13,17,890
Indian Institute of Technology Ropar,Naresh Kumar Sharma,"Banker, Core Banking, Credit Analyst",28,94,3676
Indian Institute of Technology Ropar,narendra singh,"Department of Chemistry, M.J.P. Rohilkhand University, Bareilly 243006, Uttar Pradesh, India",113,758,70826
Indian Institute of Technology Ropar,Naveen Kumar,Presidency University,91,901,46988
Indian Institute of Technology Ropar,Navjot Singh,Research Scholar,55,297,15431
Indian Institute of Technology Ropar,Neha Sharma,PhD scholar @ Sharda University,26,138,6253
Indian Institute of Technology Ropar,Nisha Singh,University of Oxford,18,27,9090
Indian Institute of Technology Ropar,Nitin Kumar,SKC School & Jr. College,77,381,25636
Indian Institute of Technology Ropar,Pawan Kumar Netrakanti,BARC,161,754,96255
Indian Institute of Technology Ropar,Pooja Rani,Unknown affiliation,30,84,4031
Indian Institute of Technology Ropar,Prasanna Kumar Sahu,"Professor of Electrical Engineering, National Institute of Technology, Rourkela",25,81,2568
Indian Institute of Technology Ropar,Prashant Kumar,Unknown affiliation,107,908,54408
Indian Institute of Technology Ropar,Bhanu Pratap Singh,Unknown affiliation,72,608,29342
Indian Institute of Technology Ropar,Priyanka Gupta,Assistant professor,58,383,17666
Indian Institute of Technology Ropar,priyanka singh,Professor,99,752,48102
Indian Institute of Technology Ropar,Puneeth kumar b c,student,57,282,12904
Indian Institute of Technology Ropar,Rajendra P Bajpai,"Professor SAIF,North Eastern Hill University, Shillong",16,19,748
Indian Institute of Technology Ropar,"Prof (Dr) Raghavendra Sharma, Professor & HoD",Amity University Madhya Pradesh Gwalior,24,95,3541
Indian Institute of Technology Ropar,Dr. Rajeev sharma,"Professor, Humanities, LNCT",78,398,30174
Indian Institute of Technology Ropar,Rakesh Kumar,Unknown affiliation,125,367,111228
Indian Institute of Technology Ropar,Rashmi sharma,Senior consultant Dermatologist,56,311,14790
Indian Institute of Technology Ropar,Ravinder Kumar,"Ravinder Kumar rivravinder | Digital Marketing, Search engine optimization,  Himachal Pradesh, India",79,490,45985
Indian Institute of Technology Ropar,Rohit Sharma,Student of poornima university,80,555,38462
Indian Institute of Technology Ropar,Ruchi Goel,"Maulana Azad medical College, New Delhi",21,45,3188
Indian Institute of Technology Ropar,sakshi garg,"Assistant Professor, KIET School of Pharmacy",4,3,130
Indian Institute of Technology Ropar,sameer sharma,"Associate Professor of Mathematics, D. A. V. College, Jalandhar, Punjab, India",40,152,8719
Indian Institute of Technology Ropar,Sandeep Singh,Msc scholar,85,873,39568
Indian Institute of Technology Ropar,Dr. Sanjay K Banerjee,"Professor, National Institute of Pharmaceutical Education and Research (NIPER), Guwahati, India",47,106,9120
Indian Institute of Technology Ropar,Sanjeev Kumar,Unknown affiliation,113,1386,76197
Indian Institute of Technology Ropar,Sarabjeet Singh,"Assistant Professor of Radiology, Harvard Medical School",53,238,13928
Indian Institute of Technology Ropar,sarabjot singh,"Professor of Electrical Engineering, Punjab Technical University, Jalandhar, India",42,168,7697
Indian Institute of Technology Ropar,Dr. Sarita  Singh,"Associate Professor in department of Conservative denristry and Endodontics, BVUDCH, pune     in",39,212,8598
Indian Institute of Technology Ropar,Saurabh Sharma,Tata Consultancy Services Limited,53,282,15044
Indian Institute of Technology Ropar,Mahinder Singh,"H P University, Summer Hill, Shimla, ARSD, Delhi University, LPU Jalandhar, Govt.  College, Seema",27,85,3991
Indian Institute of Technology Ropar,Shailendra Kumar,Unknown affiliation,70,384,19943
Indian Institute of Technology Ropar,Shalini Sharma,Global Institute for Circular Economy and Sustainable Development Goals,42,148,8834
Indian Institute of Technology Ropar,Shantanu Sharma,Caltech,34,107,17282
Indian Institute of Technology Ropar,Dr Shashank Kumar,"Assistant Professor, Central University of Punjab, Department of Biochemistry",36,77,11060
Indian Institute of Technology Ropar,Shivangi Gupta,Unknown affiliation,30,93,6711
Indian Institute of Technology Ropar,Shivani Gupta,Sinhgad College of Engineering,42,177,8039
Indian Institute of Technology Ropar,Suvendu Das,"Research Professor, Institute of Agricultural Science & Life Science,Gyeongsang National University",27,39,2524
Indian Institute of Technology Ropar,Shweta Singh,Unknown affiliation,58,362,19471
Indian Institute of Technology Ropar,Siddharth Mishra-Sharma,"Anthropic, MIT",22,36,3308
Indian Institute of Technology Ropar,Siddharth Arora,Unknown affiliation,21,30,2590
Indian Institute of Technology Ropar,Siddharth Talwar,"PhD student, UCLouvain",4,3,117
Indian Institute of Technology Ropar,Abubakar Siddique Mustafa Hussain,"Discipline of Clinical Pharmacy, School of Pharmaceutical Sciences. Universiti Sains Malaysia.",8,7,1026
Indian Institute of Technology Ropar,Sharma Sonu Kumar,assistant professor in computer science,16,52,3437
Indian Institute of Technology Ropar,Sonu Singh,student,24,96,3593
Indian Institute of Technology Ropar,Subhojit Som,"Senior Applied Scientist, Microsoft Corporation",10,10,2103
Indian Institute of Technology Ropar,Sudesh kumar,engineer,88,303,29045
Indian Institute of Technology Ropar,Sudhanshu Sharma,Associate Professor at IIT Gandhinagar,29,72,3735
Indian Institute of Technology Ropar,Sumit Kumar,Unknown affiliation,73,633,28131
Indian Institute of Technology Ropar,Sunil Sharma,Unknown affiliation,82,585,35386
Indian Institute of Technology Ropar,Dr. Tabassum Khan,"Professor, Dept. of Pharm. Chem & QA, SVKM's Dr. Bhanuben Nanavati College of Pharmacy",25,44,2646
Indian Institute of Technology Ropar,Tapas Kumar Samanta,"Associate Professor in Mathematics, Uluberia College",15,31,1964
Indian Institute of Technology Ropar,Vaibhav Gupta,Intel Corporation,3,3,1602
Indian Institute of Technology Ropar,Vandana Sharma,Govt. Senior Secondary  School Govt. of Rajasthan,52,308,14165
Indian Institute of Technology Ropar,Varun Kumar JC,Unknown affiliation,50,205,15925
Indian Institute of Technology Ropar,Vikas Kumar Singh,Unknown affiliation,35,174,7587
Indian Institute of Technology Ropar,Vinod P. Sharma,"NIMR Dwarika, New Delhi-8 and CRDT, IIT Delhi-16",62,465,20373
Indian Institute of Technology Ropar,Prof. Vivek Kumar Singh,"Professor of Social Work, Prof Rajendra Singh (Rajju Bhaiya) University,Prayagraj U.P.",79,719,35952
Amrita Vishwa Vidyapeetham,Adithya Cattamanchi,"Associate Professor of Medicine, University of California San Francisco",53,164,13069
Amrita Vishwa Vidyapeetham,Dr Aditi Awasthi,Medical student,78,217,119178
Amrita Vishwa Vidyapeetham,AJAY D PATEL,assistant professor in commerce,185,1021,148587
Amrita Vishwa Vidyapeetham,Dr. Ajitha Sharma,"Assistant Professor, Department of Pharmacology, Kanachur Institute of Medical Sciences, Mangalore, India",41,157,6767
Amrita Vishwa Vidyapeetham,Dr. Ambika Sharma,"Professor of English, R k Arya College, Nawanshahr, Punjab, India",44,217,10355
Amrita Vishwa Vidyapeetham,sonia anand,mcmaster university,124,418,170995
Amrita Vishwa Vidyapeetham,Anitha Vijayan,Washington University in St Louis,39,72,9817
Amrita Vishwa Vidyapeetham,Subini Ancy Annamma,"Associate Professor, Stanford Graduate School of Education",29,43,7500
Amrita Vishwa Vidyapeetham,Anusha Mishra,Oregon Health & Science University,24,32,7270
Amrita Vishwa Vidyapeetham,Saravanan Arunachalam,"Advanced Product Development Engineer, Spirit AeroSystems inc",54,192,11192
Amrita Vishwa Vidyapeetham,Ashok kumar,Sindh agriculture university tandojam,149,1551,119354
Amrita Vishwa Vidyapeetham,Vinod P Balachandran,Memorial Sloan Kettering Cancer Center,51,125,14778
Amrita Vishwa Vidyapeetham,R.S. Bhuvaneswaran,"Professor, RCC, Anna University",15,22,920
Amrita Vishwa Vidyapeetham,Ranjit Chandramohanan,"Graduate Student, Stony brook University",1,0,5
Amrita Vishwa Vidyapeetham,NATARAJAN CHANDRASEKARAN,Formerly Director & Sr. Prof Centre for Nanobiotechnology Vellore Institute of Technology/VIT,74,303,21779
Amrita Vishwa Vidyapeetham,Aswath Damodaran,Stern School of Business,66,158,34444
Amrita Vishwa Vidyapeetham,Srinivasan Dasarathy,Cleveland Clinic,79,204,39932
Amrita Vishwa Vidyapeetham,Dr.Devasena Anantharaman,"Rajiv Gandhi Center for Biotechnology, Trivandrum, India",29,41,3049
Amrita Vishwa Vidyapeetham,Devi Parikh,Previously: FAIR and GenAI @ Meta. Georgia Tech,92,193,89237
Amrita Vishwa Vidyapeetham,Dhamodharan,"Professor of Chemistry, Indian Institute of Technology Madras",33,77,3443
Amrita Vishwa Vidyapeetham,ER. Ganesh Martin,"M .TECH,BE robotics,DIP (Robotics)",66,96,63548
Amrita Vishwa Vidyapeetham,Gayathri.V,University of Wisconsin-Milwaukee,80,132,66116
Amrita Vishwa Vidyapeetham,Geetha R Menon,"HTAIn, Department of Health Research",38,72,21779
Amrita Vishwa Vidyapeetham,K Geetharani,Indian Institute of Science,28,33,1847
Amrita Vishwa Vidyapeetham,Girija S Singh,Professor of Chemistry University of Botswana,29,41,5128
Amrita Vishwa Vidyapeetham,Kurunthachalam Kannan,"Research Scientist, Wadsworth Center",171,968,111141
Amrita Vishwa Vidyapeetham,Parameswaran Ajith,International Centre for Theoretical Sciences,137,292,128782
Amrita Vishwa Vidyapeetham,Dr Poongothai J,PSG College of  Technology,5,2,646
Amrita Vishwa Vidyapeetham,K Rajasekharan Nayar,"GLOBAL INSTITUTE OF PUBLIC HEALTH and SANTHIGIRI RESEARCH FOUNDATION Thiruvananthapuram, Kerala",20,33,3534
Amrita Vishwa Vidyapeetham,R. RAMESH,"University of California, Berkeley",165,730,125214
Amrita Vishwa Vidyapeetham,R Srinivasan,texas,99,396,60480
Amrita Vishwa Vidyapeetham,Sujatha K,"UGC Emeritus Professor, Department of Marine Living Resources, Andhra University, Visakhapatnam",38,194,7507
Jamia Millia Islamia,Md. Abul Kalam Azad,University Putra Malayisa,70,404,23724
Jamia Millia Islamia,Dr. Aqeel Ahmad,"College of Medicine, Shaqra University, Saudi Arabia/KSA",31,48,8631
Jamia Millia Islamia,Habibur Rahman,"Professor, University of Alberta",57,378,15972
Jamia Millia Islamia,M Mahmood Hussain,NYU Long Island School of Medicine,73,188,18799
Jamia Millia Islamia,Mohammad Behshad Shafii,"Department of Mechanical Engineering, Sharif University of Technology",57,166,10376
Jamia Millia Islamia,Professor Dr M Mostafa Zaman,"Bangabandhu Sheikh Mujib Medical University (Executive Editor, BSMMU Journal)",37,69,3780
Jamia Millia Islamia,"Waseem Iqbal, PhD - SMIEEE",Associate Professor at National University of Sciences and Technology (NUST),22,37,2025
Jamia Millia Islamia,Syed Mohsin Ali Shah,Assitant Professor Abdul Wali Khan University,8,6,314
Jamia Millia Islamia,"Raisuddin Ansari, R Ansari","Machine Design Research Group,ZHCET, Mechanical Engineering department, Aligarh Muslim University",5,5,282
Jamia Millia Islamia,Sumaiya Syed,Shah Abdul Latif University,7,6,214
Jamia Millia Islamia,Dr. Mohammad Asif,"Zakir Husain Delhi College (Eve.), University of Delhi",112,996,59350
National Institute of Technology Calicut,Aruna Tyagi,"Assistant professor, Electronics and Communication Engineering, Ajay Kumar Garg Engineering College",7,6,208
National Institute of Technology Calicut,Ajit Kumar Dubey,Indian Institute of Technology Roorkee,9,9,198
National Institute of Technology Calicut,Dr. Akhil Mohan,KTH Royal Institute of Technology Sweden,4,3,141
National Institute of Technology Calicut,AMALENDU MISRA,Lancaster University,15,20,686
National Institute of Technology Calicut,Anil Pahwa,"Professor of Electrical and Computer Engineering, Kansas State University",37,91,5486
National Institute of Technology Calicut,Dr. Anirban Bhattacharya,"Associate Professor, Mechanical Engineering Department, Indian Institute of Technology Patna",30,60,3380
National Institute of Technology Calicut,DR ANIS ROSNIZA NIZAM AKBAR,"Senior Lecturer, UiTM Shah Alam Malaysia",6,4,233
National Institute of Technology Calicut,A. Anu kuttan,Noorul Islam Centre for Higher Education,2,1,52
National Institute of Technology Calicut,Aravind Ashok Nair,KTH University,10,10,430
National Institute of Technology Calicut,Arun  kumar m s,periodontology,54,434,17242
National Institute of Technology Calicut,Arvind Kumar,Unknown affiliation,107,806,57877
National Institute of Technology Calicut,Aswathy V. Girija,"University of Cambridge, UK",5,3,91
National Institute of Technology Calicut,A S Balu,Associate Professor,8,7,322
National Institute of Technology Calicut,Bhawani Sankar Biswal,"Research Scholar, Deptt. of Computer Sc.& Engineering,IIIT Bhubaneswar",4,0,33
National Institute of Technology Calicut,Jeffrey L. Bose,University of Kansas Medical Center,32,51,4320
National Institute of Technology Calicut,Chellappan Gnanaseelan,Indian Institute of Tropical Meteorology,32,92,4026
National Institute of Technology Calicut,Sangita C. Sinha,"Professor of Biochemistry, NDSU",25,29,17792
National Institute of Technology Calicut,Chetana Revankar,Senior Scientist and Manager,14,15,5094
National Institute of Technology Calicut,Deekshitha K,"Department of Civil Engineering, NMAMIT Nitte",3,0,17
National Institute of Technology Calicut,Sasi Deepu,"AMMACHI Labs, Amrita Vishwa Vidyapeetham",4,1,62
National Institute of Technology Calicut,Professor Dinesh Selva,University of Adelaide,72,377,19240
National Institute of Technology Calicut,Divya K g,Assistant Research Officer Pharmacognosy,6,3,118
National Institute of Technology Calicut,Geetha R Menon,"HTAIn, Department of Health Research",38,72,21779
